rank,student_id,score,s_score,proportion,grade
1738 = 1808,313100685,64,617,87.92,B-
1738 = 1808,313103385,64,617,87.92,B-
1738 = 1808,313101079,64,617,87.92,B-
1738 = 1808,313101093,64,617,87.92,B-
1738 = 1808,312402057,64,617,87.92,B-
1738 = 1808,312400765,64,617,87.92,B-
1738 = 1808,312401503,64,617,87.92,B-
1738 = 1808,312401525,64,617,87.92,B-
1738 = 1808,312400342,64,617,87.92,B-
1738 = 1808,312400228,64,617,87.92,B-
1738 = 1808,312401338,64,617,87.92,B-
1738 = 1808,312401227,64,617,87.92,B-
1738 = 1808,312300018,64,617,87.92,B-
1738 = 1808,312600171,64,617,87.92,B-
1738 = 1808,312600232,64,617,87.92,B-
1738 = 1808,313001214,64,617,87.92,B-
1738 = 1808,313000250,64,617,87.92,B-
1738 = 1808,312900427,64,617,87.92,B-
1738 = 1808,312900956,64,617,87.92,B-
1738 = 1808,312900908,64,617,87.92,B-
1738 = 1808,312900834,64,617,87.92,B-
1738 = 1808,312900624,64,617,87.92,B-
1738 = 1808,312901346,64,617,87.92,B-
1738 = 1808,312901263,64,617,87.92,B-
1738 = 1808,312901289,64,617,87.92,B-
1738 = 1808,312800879,64,617,87.92,B-
1738 = 1808,312800886,64,617,87.92,B-
1738 = 1808,312800901,64,617,87.92,B-
1738 = 1808,312800218,64,617,87.92,B-
1738 = 1808,312800276,64,617,87.92,B-
1738 = 1808,312801617,64,617,87.92,B-
1738 = 1808,312802201,64,617,87.92,B-
1738 = 1808,312802092,64,617,87.92,B-
1738 = 1808,312802081,64,617,87.92,B-
1738 = 1808,312802039,64,617,87.92,B-
1738 = 1808,312801076,64,617,87.92,B-
1738 = 1808,312801067,64,617,87.92,B-
1738 = 1808,312801548,64,617,87.92,B-
1738 = 1808,312801369,64,617,87.92,B-
1738 = 1808,312801351,64,617,87.92,B-
1738 = 1808,312801323,64,617,87.92,B-
1738 = 1808,312700462,64,617,87.92,B-
1738 = 1808,312700549,64,617,87.92,B-
1738 = 1808,312701067,64,617,87.92,B-
1738 = 1808,312700949,64,617,87.92,B-
1738 = 1808,312700783,64,617,87.92,B-
1809 = 1893,312700728,63,613,87.34,B-
1809 = 1893,312701470,63,613,87.34,B-
1809 = 1893,312701094,63,613,87.34,B-
1809 = 1893,312701049,63,613,87.34,B-
1809 = 1893,312701301,63,613,87.34,B-
1809 = 1893,312700466,63,613,87.34,B-
1809 = 1893,312700479,63,613,87.34,B-
1809 = 1893,312700446,63,613,87.34,B-
1809 = 1893,312801413,63,613,87.34,B-
1809 = 1893,312800148,63,613,87.34,B-
1809 = 1893,312801478,63,613,87.34,B-
1809 = 1893,312801095,63,613,87.34,B-
1809 = 1893,312802078,63,613,87.34,B-
1809 = 1893,312801224,63,613,87.34,B-
1809 = 1893,312802104,63,613,87.34,B-
1809 = 1893,312802176,63,613,87.34,B-
1809 = 1893,312802304,63,613,87.34,B-
1809 = 1893,312801679,63,613,87.34,B-
1809 = 1893,312800537,63,613,87.34,B-
1809 = 1893,312801737,63,613,87.34,B-
1809 = 1893,312801739,63,613,87.34,B-
1809 = 1893,312800668,63,613,87.34,B-
1809 = 1893,312800740,63,613,87.34,B-
1809 = 1893,312800970,63,613,87.34,B-
1809 = 1893,312800002,63,613,87.34,B-
1809 = 1893,312800336,63,613,87.34,B-
1809 = 1893,312800872,63,613,87.34,B-
1809 = 1893,312800806,63,613,87.34,B-
1809 = 1893,312802407,63,613,87.34,B-
1809 = 1893,312802377,63,613,87.34,B-
1809 = 1893,312900585,63,613,87.34,B-
1809 = 1893,312901369,63,613,87.34,B-
1809 = 1893,312900631,63,613,87.34,B-
1809 = 1893,312900640,63,613,87.34,B-
1809 = 1893,312900770,63,613,87.34,B-
1809 = 1893,312900813,63,613,87.34,B-
1809 = 1893,312900966,63,613,87.34,B-
1809 = 1893,312901022,63,613,87.34,B-
1809 = 1893,312900429,63,613,87.34,B-
1809 = 1893,312900226,63,613,87.34,B-
1809 = 1893,312900218,63,613,87.34,B-
1809 = 1893,313000278,63,613,87.34,B-
1809 = 1893,313001148,63,613,87.34,B-
1809 = 1893,313000559,63,613,87.34,B-
1809 = 1893,313000915,63,613,87.34,B-
1809 = 1893,313000911,63,613,87.34,B-
1809 = 1893,313000529,63,613,87.34,B-
1809 = 1893,312600217,63,613,87.34,B-
1809 = 1893,312401218,63,613,87.34,B-
1809 = 1893,312401232,63,613,87.34,B-
1809 = 1893,312401335,63,613,87.34,B-
1809 = 1893,312401402,63,613,87.34,B-
1809 = 1893,312400229,63,613,87.34,B-
1809 = 1893,312400447,63,613,87.34,B-
1809 = 1893,312402084,63,613,87.34,B-
1809 = 1893,312401682,63,613,87.34,B-
1809 = 1893,312401781,63,613,87.34,B-
1809 = 1893,312400823,63,613,87.34,B-
1809 = 1893,312800502,63,613,87.34,B-
1809 = 1893,312400698,63,613,87.34,B-
1809 = 1893,312401101,63,613,87.34,B-
1809 = 1893,312400943,63,613,87.34,B-
1809 = 1893,312400855,63,613,87.34,B-
1809 = 1893,313100433,63,613,87.34,B-
1809 = 1893,313102834,63,613,87.34,B-
1809 = 1893,313103346,63,613,87.34,B-
1809 = 1893,313103705,63,613,87.34,B-
1809 = 1893,313100698,63,613,87.34,B-
1809 = 1893,312501552,63,613,87.34,B-
1809 = 1893,312501587,63,613,87.34,B-
1809 = 1893,312502221,63,613,87.34,B-
1809 = 1893,312502962,63,613,87.34,B-
1809 = 1893,312503087,63,613,87.34,B-
1809 = 1893,312501290,63,613,87.34,B-
1809 = 1893,312501300,63,613,87.34,B-
1809 = 1893,312500958,63,613,87.34,B-
1809 = 1893,312500519,63,613,87.34,B-
1809 = 1893,312502333,63,613,87.34,B-
1809 = 1893,312500617,63,613,87.34,B-
1809 = 1893,312503321,63,613,87.34,B-
1809 = 1893,312500458,63,613,87.34,B-
1809 = 1893,312500004,63,613,87.34,B-
1809 = 1893,312500482,63,613,87.34,B-
1809 = 1893,312500335,63,613,87.34,B-
1809 = 1893,312500062,63,613,87.34,B-
1894 = 1976,312500042,62,611,86.74,B-
1894 = 1976,312500197,62,611,86.74,B-
1894 = 1976,312500222,62,611,86.74,B-
1894 = 1976,312501175,62,611,86.74,B-
1894 = 1976,312501155,62,611,86.74,B-
1894 = 1976,312501137,62,611,86.74,B-
1894 = 1976,312500401,62,611,86.74,B-
1894 = 1976,312503463,62,611,86.74,B-
1894 = 1976,312502406,62,611,86.74,B-
1894 = 1976,312500508,62,611,86.74,B-
1894 = 1976,312500970,62,611,86.74,B-
1894 = 1976,312502561,62,611,86.74,B-
1894 = 1976,312502568,62,611,86.74,B-
1894 = 1976,312502687,62,611,86.74,B-
1894 = 1976,312501338,62,611,86.74,B-
1894 = 1976,312501388,62,611,86.74,B-
1894 = 1976,312502713,62,611,86.74,B-
1894 = 1976,312501501,62,611,86.74,B-
1894 = 1976,312502782,62,611,86.74,B-
1894 = 1976,312502230,62,611,86.74,B-
1894 = 1976,312501664,62,611,86.74,B-
1894 = 1976,312503167,62,611,86.74,B-
1894 = 1976,312501880,62,611,86.74,B-
1894 = 1976,312501900,62,611,86.74,B-
1894 = 1976,313103569,62,611,86.74,B-
1894 = 1976,313101742,62,611,86.74,B-
1894 = 1976,313101823,62,611,86.74,B-
1894 = 1976,313103184,62,611,86.74,B-
1894 = 1976,312400918,62,611,86.74,B-
1894 = 1976,312400902,62,611,86.74,B-
1894 = 1976,312401148,62,611,86.74,B-
1894 = 1976,312402243,62,611,86.74,B-
1894 = 1976,312401777,62,611,86.74,B-
1894 = 1976,312401696,62,611,86.74,B-
1894 = 1976,312401941,62,611,86.74,B-
1894 = 1976,312402205,62,611,86.74,B-
1894 = 1976,312402185,62,611,86.74,B-
1894 = 1976,312400245,62,611,86.74,B-
1894 = 1976,312401377,62,611,86.74,B-
1894 = 1976,312402381,62,611,86.74,B-
1894 = 1976,312401321,62,611,86.74,B-
1894 = 1976,313000932,62,611,86.74,B-
1894 = 1976,313001171,62,611,86.74,B-
1894 = 1976,313001094,62,611,86.74,B-
1894 = 1976,313000171,62,611,86.74,B-
1894 = 1976,312900172,62,611,86.74,B-
1894 = 1976,312900532,62,611,86.74,B-
1894 = 1976,312901443,62,611,86.74,B-
1894 = 1976,312900731,62,611,86.74,B-
1894 = 1976,312900059,62,611,86.74,B-
1894 = 1976,312901329,62,611,86.74,B-
1894 = 1976,312901127,62,611,86.74,B-
1894 = 1976,312900568,62,611,86.74,B-
1894 = 1976,312901237,62,611,86.74,B-
1894 = 1976,312802256,62,611,86.74,B-
1894 = 1976,312801910,62,611,86.74,B-
1894 = 1976,312800780,62,611,86.74,B-
1894 = 1976,312800353,62,611,86.74,B-
1894 = 1976,312800239,62,611,86.74,B-
1894 = 1976,312801007,62,611,86.74,B-
1894 = 1976,312800397,62,611,86.74,B-
1894 = 1976,312800637,62,611,86.74,B-
1894 = 1976,312800531,62,611,86.74,B-
1894 = 1976,312801715,62,611,86.74,B-
1894 = 1976,312802106,62,611,86.74,B-
1894 = 1976,312802151,62,611,86.74,B-
1894 = 1976,312802087,62,611,86.74,B-
1894 = 1976,312801121,62,611,86.74,B-
1894 = 1976,312801057,62,611,86.74,B-
1894 = 1976,312801458,62,611,86.74,B-
1894 = 1976,312800255,62,611,86.74,B-
1894 = 1976,312800125,62,611,86.74,B-
1894 = 1976,312801403,62,611,86.74,B-
1894 = 1976,312801356,62,611,86.74,B-
1894 = 1976,312701976,62,611,86.74,B-
1894 = 1976,312701952,62,611,86.74,B-
1894 = 1976,312701954,62,611,86.74,B-
1894 = 1976,312701630,62,611,86.74,B-
1894 = 1976,312701237,62,611,86.74,B-
1894 = 1976,312700980,62,611,86.74,B-
1894 = 1976,312701075,62,611,86.74,B-
1894 = 1976,312700923,62,611,86.74,B-
1894 = 1976,312700615,62,611,86.74,B-
1977 = 2047,312700977,61,609,86.17,B-
1977 = 2047,312701031,61,609,86.17,B-
1977 = 2047,312701032,61,609,86.17,B-
1977 = 2047,312701247,61,609,86.17,B-
1977 = 2047,312702007,61,609,86.17,B-
1977 = 2047,312701368,61,609,86.17,B-
1977 = 2047,312700091,61,609,86.17,B-
1977 = 2047,312801352,61,609,86.17,B-
1977 = 2047,312801372,61,609,86.17,B-
1977 = 2047,312801409,61,609,86.17,B-
1977 = 2047,312801337,61,609,86.17,B-
1977 = 2047,312801501,61,609,86.17,B-
1977 = 2047,312802057,61,609,86.17,B-
1977 = 2047,312802048,61,609,86.17,B-
1977 = 2047,312801172,61,609,86.17,B-
1977 = 2047,312801727,61,609,86.17,B-
1977 = 2047,312801642,61,609,86.17,B-
1977 = 2047,312801578,61,609,86.17,B-
1977 = 2047,312800295,61,609,86.17,B-
1977 = 2047,312800338,61,609,86.17,B-
1977 = 2047,312801903,61,609,86.17,B-
1977 = 2047,312900740,61,609,86.17,B-
1977 = 2047,312900120,61,609,86.17,B-
1977 = 2047,313000163,61,609,86.17,B-
1977 = 2047,313000157,61,609,86.17,B-
1977 = 2047,313001311,61,609,86.17,B-
1977 = 2047,313000416,61,609,86.17,B-
1977 = 2047,313001229,61,609,86.17,B-
1977 = 2047,313001196,61,609,86.17,B-
1977 = 2047,313001057,61,609,86.17,B-
1977 = 2047,313000918,61,609,86.17,B-
1977 = 2047,313000502,61,609,86.17,B-
1977 = 2047,312600263,61,609,86.17,B-
1977 = 2047,312401226,61,609,86.17,B-
1977 = 2047,312401370,61,609,86.17,B-
1977 = 2047,312401359,61,609,86.17,B-
1977 = 2047,312400190,61,609,86.17,B-
1977 = 2047,312400192,61,609,86.17,B-
1977 = 2047,312400337,61,609,86.17,B-
1977 = 2047,312400338,61,609,86.17,B-
1977 = 2047,312400323,61,609,86.17,B-
1977 = 2047,312400520,61,609,86.17,B-
1977 = 2047,312402178,61,609,86.17,B-
1977 = 2047,312401645,61,609,86.17,B-
1977 = 2047,312402078,61,609,86.17,B-
1977 = 2047,312401771,61,609,86.17,B-
1977 = 2047,312400110,61,609,86.17,B-
1977 = 2047,312402262,61,609,86.17,B-
1977 = 2047,312400675,61,609,86.17,B-
1977 = 2047,312401085,61,609,86.17,B-
1977 = 2047,312400856,61,609,86.17,B-
1977 = 2047,312400849,61,609,86.17,B-
1977 = 2047,313103390,61,609,86.17,B-
1977 = 2047,312503163,61,609,86.17,B-
1977 = 2047,312502198,61,609,86.17,B-
1977 = 2047,312502088,61,609,86.17,B-
1977 = 2047,312500104,61,609,86.17,B-
1977 = 2047,312501354,61,609,86.17,B-
1977 = 2047,312501360,61,609,86.17,B-
1977 = 2047,312500951,61,609,86.17,B-
1977 = 2047,312500914,61,609,86.17,B-
1977 = 2047,312500702,61,609,86.17,B-
1977 = 2047,312503532,61,609,86.17,B-
1977 = 2047,312502289,61,609,86.17,B-
1977 = 2047,312502405,61,609,86.17,B-
1977 = 2047,312500665,61,609,86.17,B-
1977 = 2047,312503332,61,609,86.17,B-
1977 = 2047,312503297,61,609,86.17,B-
1977 = 2047,312501253,61,609,86.17,B-
1977 = 2047,312500215,61,609,86.17,B-
1977 = 2047,312500071,61,609,86.17,B-
2048 = 2116,312503869,60,606,85.63,B-
2048 = 2116,312500415,60,606,85.63,B-
2048 = 2116,312503405,60,606,85.63,B-
2048 = 2116,312500664,60,606,85.63,B-
2048 = 2116,312503512,60,606,85.63,B-
2048 = 2116,312500515,60,606,85.63,B-
2048 = 2116,312500773,60,606,85.63,B-
2048 = 2116,312502658,60,606,85.63,B-
2048 = 2116,312502666,60,606,85.63,B-
2048 = 2116,312503847,60,606,85.63,B-
2048 = 2116,312502644,60,606,85.63,B-
2048 = 2116,312502495,60,606,85.63,B-
2048 = 2116,312502478,60,606,85.63,B-
2048 = 2116,312501439,60,606,85.63,B-
2048 = 2116,312502944,60,606,85.63,B-
2048 = 2116,312502919,60,606,85.63,B-
2048 = 2116,312502043,60,606,85.63,B-
2048 = 2116,312501553,60,606,85.63,B-
2048 = 2116,312501720,60,606,85.63,B-
2048 = 2116,313101011,60,606,85.63,B-
2048 = 2116,312400882,60,606,85.63,B-
2048 = 2116,312400734,60,606,85.63,B-
2048 = 2116,312402215,60,606,85.63,B-
2048 = 2116,312400644,60,606,85.63,B-
2048 = 2116,312400626,60,606,85.63,B-
2048 = 2116,312401912,60,606,85.63,B-
2048 = 2116,312401861,60,606,85.63,B-
2048 = 2116,312401545,60,606,85.63,B-
2048 = 2116,312400064,60,606,85.63,B-
2048 = 2116,312401507,60,606,85.63,B-
2048 = 2116,312400522,60,606,85.63,B-
2048 = 2116,312400299,60,606,85.63,B-
2048 = 2116,312400236,60,606,85.63,B-
2048 = 2116,312401330,60,606,85.63,B-
2048 = 2116,312401190,60,606,85.63,B-
2048 = 2116,312600146,60,606,85.63,B-
2048 = 2116,312600109,60,606,85.63,B-
2048 = 2116,313000532,60,606,85.63,B-
2048 = 2116,313000595,60,606,85.63,B-
2048 = 2116,313000255,60,606,85.63,B-
2048 = 2116,313001244,60,606,85.63,B-
2048 = 2116,313000643,60,606,85.63,B-
2048 = 2116,313001288,60,606,85.63,B-
2048 = 2116,313000179,60,606,85.63,B-
2048 = 2116,312900131,60,606,85.63,B-
2048 = 2116,312900005,60,606,85.63,B-
2048 = 2116,312900002,60,606,85.63,B-
2048 = 2116,312900460,60,606,85.63,B-
2048 = 2116,312900386,60,606,85.63,B-
2048 = 2116,312900212,60,606,85.63,B-
2048 = 2116,312900772,60,606,85.63,B-
2048 = 2116,312900767,60,606,85.63,B-
2048 = 2116,312900584,60,606,85.63,B-
2048 = 2116,312900592,60,606,85.63,B-
2048 = 2116,312802373,60,606,85.63,B-
2048 = 2116,312800849,60,606,85.63,B-
2048 = 2116,312800024,60,606,85.63,B-
2048 = 2116,312800277,60,606,85.63,B-
2048 = 2116,312802314,60,606,85.63,B-
2048 = 2116,312802144,60,606,85.63,B-
2048 = 2116,312801499,60,606,85.63,B-
2048 = 2116,312800260,60,606,85.63,B-
2048 = 2116,312801271,60,606,85.63,B-
2048 = 2116,312801427,60,606,85.63,B-
2048 = 2116,312700464,60,606,85.63,B-
2048 = 2116,312700321,60,606,85.63,B-
2048 = 2116,312701015,60,606,85.63,B-
2048 = 2116,312701095,60,606,85.63,B-
2048 = 2116,312700971,60,606,85.63,B-
2117 = 2201,312700940,59,604,85.06,B-
2117 = 2201,312700074,59,604,85.06,B-
2117 = 2201,312700851,59,604,85.06,B-
2117 = 2201,312701084,59,604,85.06,B-
2117 = 2201,312701065,59,604,85.06,B-
2117 = 2201,312701009,59,604,85.06,B-
2117 = 2201,312700297,59,604,85.06,B-
2117 = 2201,312700199,59,604,85.06,B-
2117 = 2201,312701663,59,604,85.06,B-
2117 = 2201,312700400,59,604,85.06,B-
2117 = 2201,312700557,59,604,85.06,B-
2117 = 2201,312700554,59,604,85.06,B-
2117 = 2201,312700133,59,604,85.06,B-
2117 = 2201,312801420,59,604,85.06,B-
2117 = 2201,312801269,59,604,85.06,B-
2117 = 2201,312801306,59,604,85.06,B-
2117 = 2201,312800271,59,604,85.06,B-
2117 = 2201,312801145,59,604,85.06,B-
2117 = 2201,312802012,59,604,85.06,B-
2117 = 2201,312801059,59,604,85.06,B-
2117 = 2201,312801098,59,604,85.06,B-
2117 = 2201,312802124,59,604,85.06,B-
2117 = 2201,312802239,59,604,85.06,B-
2117 = 2201,312802326,59,604,85.06,B-
2117 = 2201,312800558,59,604,85.06,B-
2117 = 2201,312800463,59,604,85.06,B-
2117 = 2201,312801767,59,604,85.06,B-
2117 = 2201,312801028,59,604,85.06,B-
2117 = 2201,312800320,59,604,85.06,B-
2117 = 2201,312800369,59,604,85.06,B-
2117 = 2201,312800760,59,604,85.06,B-
2117 = 2201,312800825,59,604,85.06,B-
2117 = 2201,312801810,59,604,85.06,B-
2117 = 2201,312800395,59,604,85.06,B-
2117 = 2201,312800390,59,604,85.06,B-
2117 = 2201,312900574,59,604,85.06,B-
2117 = 2201,312901261,59,604,85.06,B-
2117 = 2201,312901246,59,604,85.06,B-
2117 = 2201,312900634,59,604,85.06,B-
2117 = 2201,312900954,59,604,85.06,B-
2117 = 2201,313000198,59,604,85.06,B-
2117 = 2201,313000165,59,604,85.06,B-
2117 = 2201,313001114,59,604,85.06,B-
2117 = 2201,313001185,59,604,85.06,B-
2117 = 2201,313000998,59,604,85.06,B-
2117 = 2201,313000284,59,604,85.06,B-
2117 = 2201,313000262,59,604,85.06,B-
2117 = 2201,313000597,59,604,85.06,B-
2117 = 2201,313000844,59,604,85.06,B-
2117 = 2201,313000937,59,604,85.06,B-
2117 = 2201,312401225,59,604,85.06,B-
2117 = 2201,312401326,59,604,85.06,B-
2117 = 2201,312400238,59,604,85.06,B-
2117 = 2201,312400197,59,604,85.06,B-
2117 = 2201,312400327,59,604,85.06,B-
2117 = 2201,312400329,59,604,85.06,B-
2117 = 2201,312401439,59,604,85.06,B-
2117 = 2201,312400069,59,604,85.06,B-
2117 = 2201,312402099,59,604,85.06,B-
2117 = 2201,312401660,59,604,85.06,B-
2117 = 2201,312402163,59,604,85.06,B-
2117 = 2201,312400632,59,604,85.06,B-
2117 = 2201,312402331,59,604,85.06,B-
2117 = 2201,312400920,59,604,85.06,B-
2117 = 2201,312400954,59,604,85.06,B-
2117 = 2201,313102249,59,604,85.06,B-
2117 = 2201,313102086,59,604,85.06,B-
2117 = 2201,313102771,59,604,85.06,B-
2117 = 2201,313102527,59,604,85.06,B-
2117 = 2201,313104562,59,604,85.06,B-
2117 = 2201,312501729,59,604,85.06,B-
2117 = 2201,312500154,59,604,85.06,B-
2117 = 2201,312501537,59,604,85.06,B-
2117 = 2201,312501574,59,604,85.06,B-
2117 = 2201,312501648,59,604,85.06,B-
2117 = 2201,312502216,59,604,85.06,B-
2117 = 2201,312502935,59,604,85.06,B-
2117 = 2201,312502793,59,604,85.06,B-
2117 = 2201,312503046,59,604,85.06,B-
2117 = 2201,312503013,59,604,85.06,B-
2117 = 2201,312503837,59,604,85.06,B-
2117 = 2201,312502414,59,604,85.06,B-
2117 = 2201,312503282,59,604,85.06,B-
2117 = 2201,312500390,59,604,85.06,B-
2117 = 2201,312500332,59,604,85.06,B-
2202 = 2263,312800172,58,602,84.5,B-
2202 = 2263,312501114,58,602,84.5,B-
2202 = 2263,312501246,58,602,84.5,B-
2202 = 2263,312500013,58,602,84.5,B-
2202 = 2263,312503495,58,602,84.5,B-
2202 = 2263,312503323,58,602,84.5,B-
2202 = 2263,312502398,58,602,84.5,B-
2202 = 2263,312500558,58,602,84.5,B-
2202 = 2263,312502670,58,602,84.5,B-
2202 = 2263,312502597,58,602,84.5,B-
2202 = 2263,312502969,58,602,84.5,B-
2202 = 2263,312502959,58,602,84.5,B-
2202 = 2263,312502175,58,602,84.5,B-
2202 = 2263,312502179,58,602,84.5,B-
2202 = 2263,312502167,58,602,84.5,B-
2202 = 2263,312501977,58,602,84.5,B-
2202 = 2263,312501592,58,602,84.5,B-
2202 = 2263,313104251,58,602,84.5,B-
2202 = 2263,313104149,58,602,84.5,B-
2202 = 2263,313103585,58,602,84.5,B-
2202 = 2263,313103611,58,602,84.5,B-
2202 = 2263,312402018,58,602,84.5,B-
2202 = 2263,312401042,58,602,84.5,B-
2202 = 2263,312402244,58,602,84.5,B-
2202 = 2263,312400813,58,602,84.5,B-
2202 = 2263,312400783,58,602,84.5,B-
2202 = 2263,312401955,58,602,84.5,B-
2202 = 2263,312401786,58,602,84.5,B-
2202 = 2263,312401757,58,602,84.5,B-
2202 = 2263,312400200,58,602,84.5,B-
2202 = 2263,312400246,58,602,84.5,B-
2202 = 2263,312400253,58,602,84.5,B-
2202 = 2263,312400166,58,602,84.5,B-
2202 = 2263,312401269,58,602,84.5,B-
2202 = 2263,313000910,58,602,84.5,B-
2202 = 2263,313000049,58,602,84.5,B-
2202 = 2263,313000960,58,602,84.5,B-
2202 = 2263,313000267,58,602,84.5,B-
2202 = 2263,313000269,58,602,84.5,B-
2202 = 2263,313001016,58,602,84.5,B-
2202 = 2263,313001180,58,602,84.5,B-
2202 = 2263,313000190,58,602,84.5,B-
2202 = 2263,312600184,58,602,84.5,B-
2202 = 2263,312600196,58,602,84.5,B-
2202 = 2263,312900895,58,602,84.5,B-
2202 = 2263,312900523,58,602,84.5,B-
2202 = 2263,312900507,58,602,84.5,B-
2202 = 2263,312900100,58,602,84.5,B-
2202 = 2263,312900677,58,602,84.5,B-
2202 = 2263,312901140,58,602,84.5,B-
2202 = 2263,312901262,58,602,84.5,B-
2202 = 2263,312802266,58,602,84.5,B-
2202 = 2263,312800820,58,602,84.5,B-
2202 = 2263,312800810,58,602,84.5,B-
2202 = 2263,312800199,58,602,84.5,B-
2202 = 2263,312801746,58,602,84.5,B-
2202 = 2263,312801064,58,602,84.5,B-
2202 = 2263,312801131,58,602,84.5,B-
2202 = 2263,312801181,58,602,84.5,B-
2202 = 2263,312800149,58,602,84.5,B-
2202 = 2263,312700448,58,602,84.5,B-
2202 = 2263,312700240,58,602,84.5,B-
2264 = 2351,312700253,57,599,83.93,C
2264 = 2351,312701983,57,599,83.93,C
2264 = 2351,312701590,57,599,83.93,C
2264 = 2351,312700175,57,599,83.93,C
2264 = 2351,312701022,57,599,83.93,C
2264 = 2351,312700432,57,599,83.93,C
2264 = 2351,312800257,57,599,83.93,C
2264 = 2351,312800133,57,599,83.93,C
2264 = 2351,312801526,57,599,83.93,C
2264 = 2351,312801262,57,599,83.93,C
2264 = 2351,312801386,57,599,83.93,C
2264 = 2351,312801189,57,599,83.93,C
2264 = 2351,312801166,57,599,83.93,C
2264 = 2351,312801113,57,599,83.93,C
2264 = 2351,312802158,57,599,83.93,C
2264 = 2351,312800008,57,599,83.93,C
2264 = 2351,312800973,57,599,83.93,C
2264 = 2351,312800816,57,599,83.93,C
2264 = 2351,312800881,57,599,83.93,C
2264 = 2351,312802362,57,599,83.93,C
2264 = 2351,312802382,57,599,83.93,C
2264 = 2351,312801819,57,599,83.93,C
2264 = 2351,312801841,57,599,83.93,C
2264 = 2351,312900597,57,599,83.93,C
2264 = 2351,312901166,57,599,83.93,C
2264 = 2351,312900691,57,599,83.93,C
2264 = 2351,312900734,57,599,83.93,C
2264 = 2351,312901423,57,599,83.93,C
2264 = 2351,312900415,57,599,83.93,C
2264 = 2351,312900432,57,599,83.93,C
2264 = 2351,312901499,57,599,83.93,C
2264 = 2351,312901618,57,599,83.93,C
2264 = 2351,312901024,57,599,83.93,C
2264 = 2351,313000192,57,599,83.93,C
2264 = 2351,313001335,57,599,83.93,C
2264 = 2351,313001143,57,599,83.93,C
2264 = 2351,313001129,57,599,83.93,C
2264 = 2351,313001018,57,599,83.93,C
2264 = 2351,313001022,57,599,83.93,C
2264 = 2351,313001043,57,599,83.93,C
2264 = 2351,313000556,57,599,83.93,C
2264 = 2351,312401257,57,599,83.93,C
2264 = 2351,312401301,57,599,83.93,C
2264 = 2351,312401192,57,599,83.93,C
2264 = 2351,312400196,57,599,83.93,C
2264 = 2351,312400312,57,599,83.93,C
2264 = 2351,312400526,57,599,83.93,C
2264 = 2351,312400576,57,599,83.93,C
2264 = 2351,312400584,57,599,83.93,C
2264 = 2351,312400360,57,599,83.93,C
2264 = 2351,312401878,57,599,83.93,C
2264 = 2351,312401873,57,599,83.93,C
2264 = 2351,312401569,57,599,83.93,C
2264 = 2351,312401599,57,599,83.93,C
2264 = 2351,312401468,57,599,83.93,C
2264 = 2351,312402218,57,599,83.93,C
2264 = 2351,312400851,57,599,83.93,C
2264 = 2351,313103182,57,599,83.93,C
2264 = 2351,313101667,57,599,83.93,C
2264 = 2351,313100180,57,599,83.93,C
2264 = 2351,312501652,57,599,83.93,C
2264 = 2351,312501677,57,599,83.93,C
2264 = 2351,312501861,57,599,83.93,C
2264 = 2351,312500366,57,599,83.93,C
2264 = 2351,312503066,57,599,83.93,C
2264 = 2351,312503053,57,599,83.93,C
2264 = 2351,312501349,57,599,83.93,C
2264 = 2351,312501306,57,599,83.93,C
2264 = 2351,312500103,57,599,83.93,C
2264 = 2351,312500113,57,599,83.93,C
2264 = 2351,312502612,57,599,83.93,C
2264 = 2351,312502442,57,599,83.93,C
2264 = 2351,312502445,57,599,83.93,C
2264 = 2351,312503659,57,599,83.93,C
2264 = 2351,312503672,57,599,83.93,C
2264 = 2351,312500916,57,599,83.93,C
2264 = 2351,312500922,57,599,83.93,C
2264 = 2351,312500928,57,599,83.93,C
2264 = 2351,312500989,57,599,83.93,C
2264 = 2351,312501022,57,599,83.93,C
2264 = 2351,312503526,57,599,83.93,C
2264 = 2351,312500641,57,599,83.93,C
2264 = 2351,312503432,57,599,83.93,C
2264 = 2351,312503276,57,599,83.93,C
2264 = 2351,312501184,57,599,83.93,C
2264 = 2351,312501170,57,599,83.93,C
2264 = 2351,312503904,57,599,83.93,C
2264 = 2351,312501080,57,599,83.93,C
2352 = 2428,312501269,56,597,83.29,C
2352 = 2428,312500078,56,597,83.29,C
2352 = 2428,312500358,56,597,83.29,C
2352 = 2428,312500495,56,597,83.29,C
2352 = 2428,312500500,56,597,83.29,C
2352 = 2428,312503427,56,597,83.29,C
2352 = 2428,312503516,56,597,83.29,C
2352 = 2428,312500517,56,597,83.29,C
2352 = 2428,312500877,56,597,83.29,C
2352 = 2428,312500746,56,597,83.29,C
2352 = 2428,312502536,56,597,83.29,C
2352 = 2428,312500088,56,597,83.29,C
2352 = 2428,312503089,56,597,83.29,C
2352 = 2428,312503161,56,597,83.29,C
2352 = 2428,312502203,56,597,83.29,C
2352 = 2428,312502267,56,597,83.29,C
2352 = 2428,312501535,56,597,83.29,C
2352 = 2428,313100838,56,597,83.29,C
2352 = 2428,313104446,56,597,83.29,C
2352 = 2428,313104309,56,597,83.29,C
2352 = 2428,313103071,56,597,83.29,C
2352 = 2428,313103387,56,597,83.29,C
2352 = 2428,312401018,56,597,83.29,C
